Полный адрес,Сегмент 1,Значение ,Сегмент 2,Значение,Сегмент 2,Значение ,Сегмент 3,Значение,Сегмент 4,Значение,Сегмент 5,Значение
"Московская обл., Богородский МР, р.п. Обухово, ул. Рабочая,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Рабочая,Дом, д.14,,
"Московская обл., Богородский МР, р.п. Обухово, ул. РПК,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. РПК,Дом, д.2,,
"Московская обл., Богородский МР, р.п. Обухово, ул. РПК,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. РПК,Дом, д.5,,
"Московская обл., Богородский МР, р.п. Обухово, ул. РПК,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. РПК,Дом, д.6,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Свердлова,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Свердлова,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Советская,  д.8 ",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Советская,Дом, д.8 ,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Советская,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Советская,Дом, д.10,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Советская,  д.31",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Советская,Дом, д.31,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Советская,  д.50",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Советская,Дом, д.50,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Советская,  д.51",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Советская,Дом, д.51,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Сосновый бор,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Сосновый бор,Дом, д.1,,
"Московская обл., Богородский МР, р.п. Обухово, ул. Сосновый бор,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,р.п. Обухово,Улица,ул. Сосновый бор,Дом, д.2,,
